ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,Sex,Age,AgeCategory,PrimaryOrMetastasis,SampleCollectionSite,ModelType,GrowthPattern,TissueOrigin
ACH-000718,NCI-H2291,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,,Unknown,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000719,RMG-I,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV,Female,34.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000720,TCCSUP,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Female,67.0,Adult,Primary,urinary_tract,Cell Line,Adherent,
ACH-000721,HMC-1-8,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,35.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000724,HT-1376,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Female,58.0,Adult,Primary,urinary_tract,Cell Line,Adherent,
ACH-000725,HCC202,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS,Female,82.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000728,KASUMI-2,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Male,15.0,Pediatric,,bone_marrow,Cell Line,Adherent,
ACH-000729,NCI-H1963,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,56.0,Adult,Primary,lung,Cell Line,Suspension,
ACH-000730,SK-MEL-5,Skin,Melanoma,Cutaneous Melanoma,SKCM,Female,24.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000732,PE/CA-PJ41 (clone D2),Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Female,67.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000734,JHH-5,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,50.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000735,PE/CA-PJ49,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,57.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000736,SNU-601,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,SSRCC,Male,34.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000738,GB-1,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,35.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000739,Hep G2,Liver,Hepatoblastoma,Hepatoblastoma,LIHB,Male,15.0,Pediatric,Primary,liver,Cell Line,Adherent,
ACH-000740,A-253,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,54.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000746,GSS,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,Male,75.0,Adult,Metastatic,liver,Cell Line,Suspension,
ACH-000747,NCI-H1703,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,54.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000748,SJSA-1,Bone,Osteosarcoma,Osteosarcoma,OS,Male,19.0,Adult,Primary,bone,Cell Line,Adherent,
ACH-000749,DMS 273,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Female,50.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000750,LOX IMVI,Skin,Melanoma,Melanoma,MEL,Male,58.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000752,NCI-H196,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,,Male,68.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000753,JMSU-1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Male,75.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000754,L-428,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL,Female,37.0,Adult,,pleural_effusion,Cell Line,Suspension,
ACH-000756,GI-1,CNS/Brain,Diffuse Glioma,Gliosarcoma,GSARC,Male,61.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000758,MKN74,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,Male,37.0,Adult,Metastatic,liver,Cell Line,Adherent,
ACH-000759,MDA-MB-175-VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,56.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000760,LNZ308,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,60.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000762,YD-38,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC,Male,67.0,Adult,,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000763,MM1-S,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,Female,45.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Mixed,
ACH-000764,SH-10-TC,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Mucinous Stomach Adenocarcinoma,MSTAD,Unknown,,Unknown,Primary,stomach,Cell Line,Adherent,
ACH-000766,NCI-H1648,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,39.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000767,NCI-H526,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,55.0,Adult,Metastatic,bone_marrow,Cell Line,Suspension,
ACH-000768,MDA-MB-231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,Female,51.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000769,LK-2,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,74.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000770,P31/FUJ,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Male,7.0,Pediatric,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000771,BICR 56,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Female,,Unknown,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000773,Ki-JK,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,ALCLALKP,Male,15.0,Pediatric,,pleural_effusion,Cell Line,Suspension,
ACH-000776,ONS-76,CNS/Brain,Embryonal Tumor,"Medulloblastoma, NOS",MBLNOS,Female,2.0,Pediatric,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000777,KYSE-30,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,64.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000778,HSC-3,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,64.0,Adult,Metastatic,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000780,NCI-H1105,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,73.0,Adult,Metastatic,lymph_node,Cell Line,Suspension,
ACH-000781,NCI-H2023,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,26.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000782,SEM,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Female,5.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000783,CAMA-1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC,Female,51.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000784,KYSE-70,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,77.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000785,NCI-H2126,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,65.0,Adult,Metastatic,haematopoietic_and_lymphoid_tissue,Cell Line,Adherent,
ACH-000788,A2058,Skin,Melanoma,Melanoma,MEL,Male,43.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000790,SHP-77,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,54.0,Adult,Primary,lung,Cell Line,Mixed,
ACH-000791,RERF-LC-Ad1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,70.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000792,BFTC-909,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC,Male,64.0,Adult,Primary,kidney,Cell Line,Adherent,
ACH-000793,KATO III,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,SSRCC,Male,57.0,Adult,Metastatic,pleural_effusion,Cell Line,Mixed,
ACH-000796,MCAS,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MOV,Female,60.0,Adult,Primary,ovary,Cell Line,Adherent,
ACH-000799,Hs 695T,Skin,Melanoma,Melanoma,MEL,Male,26.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000800,NCI-H446,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,61.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000801,Hs 936.T,Skin,Melanoma,Melanoma,MEL,Male,,Unknown,Primary,skin,Cell Line,Adherent,
ACH-000802,BFTC-905,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Female,51.0,Adult,Primary,urinary_tract,Cell Line,Adherent,
ACH-000803,COLO 668,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Female,47.0,Adult,Metastatic,central_nervous_system,Cell Line,Suspension,
ACH-000804,NB-1,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Male,2.0,Pediatric,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000805,COLO-679,Skin,Melanoma,Cutaneous Melanoma,SKCM,Female,47.0,Adult,Metastatic,skin,Cell Line,Adherent,
ACH-000807,SNU-738,CNS/Brain,Adult-Type Diffuse Glioma,Adult-Type Diffuse Glioma,ADIFG,Male,40.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000809,KYSE-410,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,51.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000810,SK-MEL-30,Skin,Melanoma,Cutaneous Melanoma,SKCM,Male,67.0,Adult,Metastatic,skin,Cell Line,Adherent,
ACH-000811,SK-OV-3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC,Female,64.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000814,Hs 939.T,Skin,Melanoma,Melanoma,MEL,Female,24.0,Adult,Primary,skin,Cell Line,Adherent,
ACH-000816,NCI-H524,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,63.0,Adult,Metastatic,lymph_node,Cell Line,Suspension,
ACH-000817,RPMI 8226,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,Male,61.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Mixed,
ACH-000818,BT-483,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,23.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000819,LN-18,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,65.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000820,SW403,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Female,51.0,Adult,Primary,Colon,Cell Line,Adherent,
ACH-000822,SK-MEL-24,Skin,Melanoma,Melanoma,MEL,Male,67.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000826,CAL-12T,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC,Male,,Unknown,Primary,lung,Cell Line,Adherent,
ACH-000827,WM793,Skin,Melanoma,Melanoma,MEL,Male,37.0,Adult,Primary,skin,Cell Line,Adherent,
ACH-000829,HuNS1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,Male,,Unknown,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000830,NCI-H1436,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,39.0,Adult,Metastatic,lymph_node,Cell Line,Suspension,
ACH-000831,HEC-50B,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,,Unknown,Metastatic,ascites,Cell Line,Adherent,
ACH-000832,CAL 27,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,56.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000833,RH-30,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS,Male,17.0,Pediatric,Metastatic,bone_marrow,Cell Line,Adherent,
ACH-000834,UM-UC-1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Male,26.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000835,GCT,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,MFH,Male,29.0,Adult,Metastatic,soft_tissue,Cell Line,Adherent,
ACH-000836,YD-15,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC,Male,39.0,Adult,,salivary_gland,Cell Line,Adherent,
ACH-000837,NCI-H322,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,52.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000838,AMO-1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,Female,64.0,Adult,Primary,ascites,Cell Line,Suspension,
ACH-000839,SCaBER,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,Bladder Squamous Cell Carcinoma,BLSC,Male,58.0,Adult,Primary,urinary_tract,Cell Line,Adherent,
ACH-000840,HCC-366,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS,Female,80.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000841,NCI-H2087,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,69.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000842,SW 480,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,51.0,Adult,Primary,lymph_node,Cell Line,Adherent,
ACH-000843,HARA,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,57.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000844,DMS 454,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,,Unknown,Primary,lung,Cell Line,Adherent,
ACH-000845,NCI-H1373,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,56.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000846,FaDu,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,HPHSC,Male,56.0,Adult,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000847,HGC-27,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,Unknown,,Unknown,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000848,JHH-7,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,53.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000849,MDA-MB-468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,Female,51.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000852,NCI-H1435,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,35.0,Adult,Primary,lung,Cell Line,Mixed,
ACH-000853,NCI-H661,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,Male,43.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000855,KYSE-150,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Female,49.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000856,CAL-51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,Female,45.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000857,CAL-85-1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,35.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000858,KNS-62,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,49.0,Adult,Metastatic,central_nervous_system,Cell Line,Adherent,
ACH-000859,HCC1954,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,61.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000861,HOP-62,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,60.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000865,KYSE-450,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,59.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000866,NCI-H1048,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Female,53.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000867,ChaGo-K-1,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC,Male,45.0,Adult,Metastatic,lung,Cell Line,Adherent,
ACH-000869,NCI-H1568,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,48.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000870,NCI-H1930,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,41.0,Adult,Metastatic,lymph_node,Cell Line,Mixed,
ACH-000871,NCI-H510,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,56.0,Adult,Metastatic,autonomic_ganglia,Cell Line,Mixed,
ACH-000872,HCC515,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,39.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000874,RS4;11,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Female,32.0,Adult,Primary,bone_marrow,Cell Line,Suspension,
ACH-000878,HCC-15,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,47.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000879,MFE-296,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,68.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000880,AGS,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,Female,54.0,Adult,Primary,stomach,Cell Line,Adherent,
ACH-000881,MEL-JUSO,Skin,Melanoma,Cutaneous Melanoma,SKCM,Female,58.0,Adult,Primary,skin,Cell Line,Adherent,
ACH-000882,IGR-1,Skin,Melanoma,Melanoma,MEL,Male,42.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000883,SW 1783,CNS/Brain,Adult-Type Diffuse Glioma,"Astrocytoma, IDH-Mutant, Grade 3",ASTR3,Male,68.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000887,SF-172,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Female,36.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000888,NCI-H1793,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,52.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000889,KMM-1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,Male,62.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Mixed,
ACH-000890,SW 1271,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,,Male,69.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000894,NCI-H1869,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,58.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000896,647-V,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Male,59.0,Adult,Primary,urinary_tract,Cell Line,Adherent,
ACH-000898,SNU-719,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,Male,53.0,Adult,Primary,stomach,Cell Line,Mixed,
ACH-000899,WM88,Skin,Melanoma,Melanoma,MEL,Male,,Unknown,Metastatic,skin,Cell Line,Unknown,
ACH-000900,NCI-H23,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,51.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000901,HCC-1359,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,GCLC,Female,55.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000903,FTC-133,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,THFO,Male,42.0,Adult,Metastatic,thyroid,Cell Line,Adherent,
ACH-000905,5637,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Male,68.0,Adult,Primary,urinary_tract,Cell Line,Mixed,
ACH-000906,ES-2,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV,Female,47.0,Adult,Primary,ovary,Cell Line,Adherent,
ACH-000907,SNU-349,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,Male,68.0,Adult,Primary,kidney,Cell Line,Adherent,
ACH-000910,MDA-MB-453,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,Female,48.0,Adult,Metastatic,pericardial_effusion,Cell Line,Adherent,
ACH-000911,NUGC-3,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,Male,72.0,Adult,Metastatic,soft_tissue,Cell Line,Adherent,
ACH-000912,NCI-H2286,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Female,57.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000913,ESS-1,Uterus,Uterine Sarcoma/Mesenchymal,Endometrial Stromal Sarcoma,ESS,Female,76.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000914,HT,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,Male,70.0,Adult,Metastatic,ascites,Cell Line,Suspension,
ACH-000915,IPC-298,Skin,Melanoma,Cutaneous Melanoma,SKCM,Female,64.0,Adult,Primary,skin,Cell Line,Adherent,
ACH-000917,TE-4,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,48.0,Adult,,lymph_node,Cell Line,Adherent,
ACH-000919,IM95,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,Male,63.0,Adult,Primary,stomach,Cell Line,Mixed,
ACH-000921,NCI-H157-DM,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,59.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000922,RCH-ACV,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Female,8.0,Pediatric,,bone_marrow,Cell Line,Suspension,
ACH-000924,NCI-H2172,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC,Female,,Unknown,Primary,lung,Cell Line,Adherent,
ACH-000927,BT-474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,60.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000928,JHUEM-1,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,56.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000929,NCI-H2110,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC,Unknown,,Unknown,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000930,HCC1569,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,70.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000932,SNU-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,Male,44.0,Adult,Metastatic,stomach,Cell Line,Suspension,
ACH-000934,MDA-MB-361,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,Female,40.0,Adult,Metastatic,central_nervous_system,Cell Line,Adherent,
ACH-000935,MDST8,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Unknown,,Unknown,Primary,large_intestine,Cell Line,Adherent,
ACH-000936,EFO-27,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,MOV,Female,36.0,Adult,Metastatic,abdomen,Cell Line,Adherent,
ACH-000937,PF-382,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,Female,6.0,Pediatric,,pleural_effusion,Cell Line,Suspension,
ACH-000938,NALM-6,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,Male,19.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000939,SK-UT-1,Uterus,Uterine Sarcoma/Mesenchymal,Uterine Leiomyosarcoma,ULMS,Female,75.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000940,AN3 CA,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,55.0,Adult,Metastatic,endometrium,Cell Line,Adherent,
ACH-000941,HEC-1-B,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,71.0,Adult,Primary,endometrium,Cell Line,Adherent,
